ID bloco	Classificação Spider	Id enunciado	Base/paráfrase	Consulta em inglês	Statement em SQL gerado pelo humano	Consulta em português no domínio de declaração de viagem internacional	Consulta em inglês no domínio de declaração de viagem internacional	Domínio/valor/genérica	Comentários	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional	Statement em SQL gerado pelo humano no domínio de declaração de viagem internacional (português)	Revisão do SQL (Sara)	Revisado_1	Classificação nível eventos/casos	Classificação projeção	Classificação filtro	Classificação geral	relevância	wh-question	Revisão_1-Thais	Ambiguo	Comentário
60	easy	461	paráfrase	List the events, along with their attributes, referrring to the execution of the activity "Start trip"		Liste os eventos, com seus atributos, que se referem à execução da atividade 'início da viagem'.	List the events, with their attributes, that refer to the performance of the 'start trip' activity.	Valor														
60	easy	462	paráfrase	List the events, along with their respective attributes, referrring to the execution of the activity "Start trip"		Liste os eventos, com seus respectivos atributos, que referem à execução da atividade 'início da viagem'.	List the events, with their respective attributes, that refer to the performance of the 'start trip' activity.	Valor														
60	easy	463	paráfrase	List all the available information about the events referring to the activity "Start trip"		Liste todas as informações disponíveis sobre os eventos que se referem à atividade 'início da viagem'.	List all available information about the events that relate to the 'start trip' activity.	Valor														
60	easy	464	paráfrase	List all the available information about the events referring to the execution of the activity "Start trip"		Liste todas as informações disponíveis sobre os eventos  que se referem à execução da atividade 'início da viagem'.	List all available information about the events that relate to the performance of the 'start trip' activity.	Valor														
60	easy	465	paráfrase	List all the available information referring to the events related to the execution of the activity "Start trip"		Liste todas as informações disponíveis referentes aos eventos relacionado à execução da atividade 'início da viagem'.	List all available information regarding events related to the performance of the 'start trip' activity.	Valor														
60	easy	466	paráfrase	List all the available information referring to the events resulting from the execution of the activity "Start trip"		Liste todas as informações disponíveis referentes aos eventos resultante da execução da atividade 'início da viagem'.	List all available information regarding the events resulting from the performance of the 'start trip' activity.	Valor														
60	easy	467	paráfrase	Show the events, along with their attributes, referrring to the activity "Start trip"		Apresente os eventos, com seus atributos, que se referem à atividade 'início da viagem'.	Present the events, with their attributes, that refer to the 'start trip' activity.	Valor														
60	easy	468	paráfrase	Show the events, along with their respective attributes, referrring to the activity "Start trip"		Apresente os eventos, com seus respectivos atributos, que referem à atividade 'início da viagem'.	Present the events, with their respective attributes, that refer to the 'start trip' activity.	Valor														
60	easy	469	paráfrase	Show the events, along with their attributes, referrring to the execution of the activity "Start trip"		Apresente os eventos, com seus atributos, que se referem à execução da atividade 'início da viagem'.	Present the events, with their attributes, that refer to the performance of the 'start trip' activity.	Valor														
60	easy	470	paráfrase	Show the events, along with their respective attributes, referrring to the execution of the activity "Start trip"		Apresente todas as informações disponíveis sobre os eventos que se referem à atividade 'início da viagem'.	Present all available information about the events that relate to the 'start trip' activity.	Valor														
60	easy	471	paráfrase	Show all the available information about the events referring to the activity "Start trip"		Apresente todas as informações disponíveis sobre os eventos que referem à atividade 'início da viagem'.	Present all available information about the events that refer to the 'start trip' activity.	Valor														
60	easy	472	paráfrase	Show all the available information about the events referring to the execution of the activity "Start trip"		Apresente todas as informações disponíveis sobre os eventos  que se referem à execução da atividade 'início da viagem'.	Present all available information about the events that relate to the performance of the 'start trip' activity.	Valor														
60	easy	473	paráfrase	Show all the available information referring to the events related to the execution of the activity "Start trip"		Apresente todas as informações disponíveis referentes aos eventos relacionado à execução da atividade 'início da viagem'.	Present all available information referring to the events related to the performance of the 'start trip' activity.	Valor														
60	easy	474	paráfrase	Show all the available information referring to the events resulting from the execution of the activity "Start trip"		Apresente todas as informações disponíveis referentes aos eventos resultante da execução da atividade 'início da viagem'.	Present all available information referring to the events resulting from the performance of the 'start trip' activity.	Valor														
60	easy	475	paráfrase	 	 	Faça um relatório com todas as informações referentes às intervenções que geraram um registro de início da viagem.	Make a report with all the information regarding the interventions that generated a record of the start of the trip.	Domínio			 											
60	easy	476	paráfrase	What activities exist with 'Start trip' status?	select * from public.log8_excerpt40 where activity like 'Start trip'	Extraia os dados que descrevem as intervenções que determinam o início de uma viagem.	Extract data describing the interventions that determine the start of a trip.	Domínio			 											
																						
61	medium	477	base	What total records by activities?	select activity, count(*) from public.log8_excerpt40 group by activity	Qual o total de registros por atividades?	What is the total number of records per activity?	Genérica		select activity, count(*) from events_log group by activity	select activity, count(*) from events_log group by activity	ok	S	eventos	atividades;agregado	nenhum	estatística descritiva sobre fluxo de controle	3	how	S	N	Similar a 2679 e a nova consulta. No entanto, nessa não há ordenação.
61	medium	478	paráfrase	What is the total number of executions for each activity?	 	Qual o total de execuções de cada atividade?	What is the total number of performances of each activity?	Genérica														
61	medium	479	paráfrase	What is the total quantity of executions for each activity?		Qual a quantidade total de execuções de cada atividade?	What is the total quantity of performances of each activity?	Genérica														
61	medium	480	paráfrase	How many events are associated with each activity?	 	Quantos eventos existem associados a cada atividade?	How many events are there associated with each activity?	Genérica														
61	medium	481	paráfrase	How many times was each activity executed?		Quantas vezes cada atividade foi executada?	How many times was each activity performed?	Genérica														
61	medium	482	paráfrase	How many executions of each actvity were registered?		Quantas execuções de cada atividade foram registradas?	How many performances of each activity were recorded?	Genérica														
